"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainPhi) []","dB(RealizedGainTheta) []"
6.6,90.0000000000002,-34,3.80694804962299,-10.6389468423307
6.6,90.0000000000002,-32,4.14153725010006,-10.864088773851
6.6,90.0000000000002,-30,4.45977780954139,-11.1390420113876
6.6,90.0000000000002,-28,4.7609289248723,-11.4685368863669
6.6,90.0000000000002,-26,5.0442984159676,-11.8583119847941
6.6,90.0000000000002,-24,5.30924258579433,-12.3154272233401
6.6,90.0000000000002,-22,5.55516598329769,-12.8487112285749
6.6,90.0000000000002,-20,5.78152111740202,-13.4694181566003
6.6,90.0000000000002,-18,5.98780816169517,-14.1922228916215
6.6,90.0000000000002,-16,6.1735746794288,-15.0367862115188
6.6,90.0000000000002,-14,6.33841538830955,-16.030328986194
6.6,90.0000000000002,-12,6.48197197494158,-17.2121037616186
6.6,90.0000000000002,-10,6.60393296029026,-18.6417098613322
6.6,90.0000000000002,-8,6.70403361055349,-20.4159581204338
6.6,90.0000000000002,-6,6.78205588254484,-22.7071603179716
6.6,90.0000000000002,-4,6.83782838914425,-25.8635074648308
6.6,90.0000000000002,-2,6.87122636846353,-30.7006874153524
6.6,90.0000000000002,0,6.8821716399327,-37.3314698290102
6.6,90.0000000000002,2,6.87063253132643,-32.1277994445146
6.6,90.0000000000002,4,6.83662376260523,-26.7266320859936
6.6,90.0000000000002,6,6.78020627515724,-23.2941167757445
6.6,90.0000000000002,8,6.70148699844933,-20.8492001644901
6.6,90.0000000000002,10,6.60061855013311,-18.9772732715301
6.6,90.0000000000002,12,6.47779887024216,-17.479935337375
6.6,90.0000000000002,14,6.33327079522099,-16.2484663233579
6.6,90.0000000000002,16,6.16732158310362,-15.2171619107014
6.6,90.0000000000002,18,5.98028240714111,-14.343363954778
6.6,90.0000000000002,20,5.77252784144889,-13.5978287230415
6.6,90.0000000000002,22,5.54447536862358,-12.9596335143211
6.6,90.0000000000002,24,5.29658494551114,-12.4132822079421
6.6,90.0000000000002,26,5.0293586690616,-11.9469629107484
6.6,90.0000000000002,28,4.74334058907866,-11.5514486597921
6.6,90.0000000000002,30,4.43911671820735,-11.2193763139077
6.6,90.0000000000002,32,4.11731529119764,-10.9447578766122
6.6,90.0000000000002,34,3.77860732481183,-10.7226401697536
6.6,90.0000000000002,36,3.42370752617063,-10.5488623633706
